1,3.18,0.0,0.2
2,3.18,0.0,0.2
3,6.02,0.0,0.4
4,8.58,-0.03,0.4
5,8.77,-0.06,0.4
6,8.97,-0.09,0.4
7,9.15,-0.12,0.4
8,9.36,-0.15,0.4
9,9.56,-0.18,0.4
10,9.77,-0.21,0.4
11,9.96,-0.24,0.4
12,10.18,-0.27,0.4
13,10.39,-0.30000000000000004,0.4
14,10.61,-0.33000000000000007,0.4
15,10.81,-0.3600000000000001,0.4
16,11.0,-0.3900000000000001,0.4
17,11.23,-0.42000000000000015,0.4
18,11.43,-0.42000000000000015,0.2
19,11.65,-0.4500000000000002,0.2
20,11.9,-0.4800000000000002,0.2
21,12.24,-0.5100000000000002,0.2
22,13.7,-0.5100000000000002,0.21000000000000002
23,15.71,-0.4800000000000002,0.21000000000000002
24,15.98,-0.4500000000000002,0.21000000000000002
25,16.22,-0.42000000000000015,0.21000000000000002
26,16.46,-0.3900000000000001,0.21000000000000002
27,16.74,-0.3600000000000001,0.21000000000000002
28,17.02,-0.33000000000000007,0.21000000000000002
29,17.26,-0.30000000000000004,0.21000000000000002
30,17.51,-0.27,0.21000000000000002
31,17.77,-0.24000000000000002,0.21000000000000002
32,18.02,-0.21000000000000002,0.21000000000000002
33,18.25,-0.18000000000000002,0.21000000000000002
34,18.5,-0.15000000000000002,0.21000000000000002
35,18.75,-0.12000000000000002,0.21000000000000002
36,19.02,-0.09000000000000002,0.21000000000000002
37,19.26,-0.060000000000000026,0.21000000000000002
38,19.54,-0.030000000000000027,0.21000000000000002
39,19.8,-2.7755575615628914e-17,0.21000000000000002
40,20.55,0.02999999999999997,0.21000000000000002
41,21.81,0.02999999999999997,0.2
42,21.81,0.0,0.2
43,23.99,0.0,0.4
44,24.77,0.03,0.4
45,24.99,0.06,0.4
46,25.24,0.09,0.4
47,25.6,0.12,0.4
48,25.96,0.15,0.4
49,26.34,0.18,0.4
50,26.73,0.21,0.4
51,27.08,0.24,0.4
52,27.45,0.27,0.4
53,27.83,0.30000000000000004,0.4
54,28.22,0.33000000000000007,0.4
55,28.62,0.3600000000000001,0.4
56,29.0,0.3900000000000001,0.4
57,29.37,0.42000000000000015,0.4
58,29.76,0.4500000000000002,0.4
59,30.11,0.4800000000000002,0.4
60,30.48,0.5100000000000002,0.4
61,30.83,0.5400000000000003,0.4
62,31.18,0.5700000000000003,0.4
63,31.53,0.6000000000000003,0.4
64,31.87,0.6300000000000003,0.4
65,32.49,0.6000000000000003,0.4
66,32.85,0.5700000000000003,0.4
67,33.23,0.5400000000000003,0.4
68,33.58,0.5100000000000002,0.4
69,33.91,0.4800000000000002,0.4
70,34.27,0.4500000000000002,0.4
71,34.63,0.42000000000000015,0.4
72,34.98,0.3900000000000001,0.4
73,35.32,0.3600000000000001,0.4
74,35.66,0.33000000000000007,0.4
75,35.98,0.30000000000000004,0.4
76,36.35,0.27,0.4
77,36.72,0.24000000000000002,0.4
78,37.06,0.21000000000000002,0.4
79,37.42,0.18000000000000002,0.4
80,37.75,0.15000000000000002,0.4
81,38.11,0.12000000000000002,0.4
82,38.94,0.12000000000000002,0.37
83,39.83,0.09000000000000002,0.37
84,40.18,0.060000000000000026,0.37
85,40.52,0.030000000000000027,0.37
86,40.87,2.7755575615628914e-17,0.37
87,41.23,-0.02999999999999997,0.37
88,41.83,-0.02999999999999997,0.2
89,41.83,0.0,0.2
90,43.66,0.0,0.2
